mode,max_score,lambda_blend,shared_lambda,classifier_power,prior_power,AW-MAE,MAE_raw_component,exact_acc,outcome_acc,goal_diff_acc
bivar_poisson_expected_awmae,5,0.75,0.1,0.0,0.25,2.931854216228213,1.0091076415333842,0.11773292713886774,0.5841584158415841,0.2411779639502412
bivar_poisson_expected_awmae,4,0.5,0.15,0.0,0.0,2.9327638220168426,1.0066641279512567,0.11443259710586444,0.5816197004315816,0.23902005585173902
bivar_poisson_expected_awmae,5,0.25,0.03,0.0,0.0,2.932824706245621,1.0068862655496318,0.1137979182533638,0.5866336633663366,0.2376237623762376
bivar_poisson_expected_awmae,4,1.0,0.0,0.0,0.25,2.933404697571183,1.0143754760091395,0.11887534907336887,0.5886646356943387,0.24333587204874332
bivar_poisson_expected_awmae,4,1.0,0.0,0.5,0.25,2.9335637424901795,1.011043412033511,0.11202081746636203,0.5967885250063468,0.22245493780147246
bivar_poisson_expected_awmae,5,0.75,0.03,0.0,0.25,2.9340701769137287,1.010884742320386,0.11735211982736735,0.5856181772023357,0.24105102817974106
bivar_poisson_expected_awmae,5,1.0,0.0,0.5,0.25,2.9340750931707724,1.0084412287382585,0.11373445036811373,0.5979944148260979,0.22296268088347296
bivar_poisson_expected_awmae,5,0.75,0.0,0.5,0.25,2.9341591975559838,1.008980705762884,0.11506727595836506,0.5973597359735974,0.22435897435897437
bivar_poisson_expected_awmae,4,0.5,0.03,0.0,0.0,2.934362658008933,1.0103769992383853,0.11341711094186342,0.585998984513836,0.23775069814673774
bivar_poisson_expected_awmae,5,0.5,0.03,0.0,0.25,2.9346032862566345,1.0098057882711349,0.11893881695861894,0.5826351865955827,0.24314546839299314
bivar_poisson_expected_awmae,5,0.75,0.06,0.0,0.25,2.9349960334865717,1.0105039350088856,0.11747905559786748,0.585046966235085,0.2411779639502412
bivar_poisson_expected_awmae,4,1.0,0.03,0.0,0.25,2.935005236910955,1.0140898705255141,0.1188118811881188,0.5875856816450876,0.2430820005077431
