mode,max_score,draw_margin,outcome_weight,gd_weight,prior_weight,AW-MAE,MAE_raw_component,exact_acc,outcome_acc,goal_diff_acc
outcome_aware,4,0.3,0.2,0.0,0.06,2.9848660967898364,1.0067593297791317,0.10599136836760599,0.5744478293983244,0.23508504696623508
outcome_aware,4,0.3,0.2,0.06,0.03,2.98500110583343,1.0075844122873825,0.1044046712363544,0.5750825082508251,0.23318101040873318
outcome_aware,4,0.3,0.35,0.06,0.03,2.9854445044637963,1.0124714394516374,0.10288144199035289,0.5832063975628332,0.22969027671997969
outcome_aware,4,0.3,0.2,0.03,0.03,2.985505643653386,1.0077430820005078,0.10497588220360497,0.5750825082508251,0.2338156892612338
outcome_aware,4,0.3,0.2,0.0,0.01,2.985570815501059,1.0084094947956335,0.10484894643310484,0.5760979944148261,0.23394262503173394
outcome_aware,4,0.3,0.2,0.1,0.03,2.9858803876059383,1.0077113480578828,0.10421426758060422,0.5750825082508251,0.23311754252348313
outcome_aware,4,0.3,0.35,0.1,0.03,2.9859462028251142,1.0126618431073877,0.10275450621985276,0.5835237369890836,0.22943640517897942
outcome_aware,4,0.3,0.35,0.0,0.01,2.986152207282754,1.0125983752221377,0.10364305661335364,0.5833968012185834,0.23076923076923078
outcome_aware,4,0.3,0.35,0.06,0.01,2.9861737015172265,1.0128839807057628,0.10281797410510282,0.5835872048743336,0.22943640517897942
outcome_aware,5,0.2,0.2,0.1,0.01,2.9861824262851306,1.0106943386646356,0.10078700177710079,0.578002030972328,0.22994414826097995
outcome_aware,4,0.3,0.2,0.03,0.01,2.986200694441344,1.0085046966235085,0.10446813912160446,0.5757806549885758,0.23305407463823305
outcome_aware,5,0.2,0.2,0.1,0.0,2.986207401665505,1.011011678090886,0.10123127697385123,0.5785097740543285,0.23013455191673013
outcome_aware,4,0.3,0.2,0.0,0.0,2.9865063902427638,1.0091393754760092,0.10415079969535415,0.5760979944148261,0.23318101040873318
outcome_aware,4,0.3,0.2,0.1,0.06,2.986579409160583,1.007013201320132,0.10421426758060422,0.5733688753490733,0.23286367098248287
outcome_aware,5,0.3,0.35,0.0,0.06,2.9866940542297677,1.012058898197512,0.10224676313785225,0.5835237369890836,0.22886519421172888
outcome_aware,4,0.3,0.2,0.0,0.03,2.986900724379532,1.0079334856562578,0.10497588220360497,0.5748921045950749,0.23375222137598375
outcome_aware,4,0.3,0.35,0.03,0.01,2.9869019344045147,1.013074384361513,0.1031987814166032,0.5834602691038334,0.23007108403148008
outcome_aware,4,0.3,0.2,0.06,0.01,2.987029721944412,1.0085998984513835,0.10415079969535415,0.5757171871033258,0.2328002030972328
outcome_aware,5,0.3,0.35,0.03,0.06,2.987087403488631,1.012122366082762,0.1018024879411018,0.5833333333333334,0.2279131759329779
outcome_aware,4,0.3,0.35,0.0,0.0,2.987267748293085,1.0132013201320131,0.10326224930185327,0.5833968012185834,0.23032495557248034
outcome_aware,4,0.3,0.35,0.03,0.0,2.9874059464995466,1.0132013201320131,0.10326224930185327,0.5834602691038334,0.23013455191673013
outcome_aware,5,0.3,0.35,0.06,0.06,2.987420709047488,1.0125666412795125,0.10085046966235085,0.5835237369890836,0.22734196496572734
outcome_aware,4,0.3,0.2,0.03,0.0,2.9876295306640204,1.0090759075907592,0.10421426758060422,0.5756537192180756,0.23273673521198274
outcome_aware,4,0.3,0.35,0.06,0.0,2.9876592697726254,1.0135821274435135,0.1025006346788525,0.5835237369890836,0.2294998730642295
outcome_aware,4,0.3,0.2,0.06,0.0,2.9883644729457246,1.0093932470170095,0.10351612084285351,0.5753998476770754,0.23216552424473216
outcome_aware,4,0.3,0.35,0.1,0.01,2.988714090087858,1.0137407971566388,0.10224676313785225,0.5835237369890836,0.22905559786747906
outcome_aware,5,0.3,0.35,0.1,0.06,2.9887432580736064,1.0126618431073877,0.10078700177710079,0.5832063975628332,0.22683422188372684
outcome_aware,5,0.3,0.2,0.03,0.06,2.9893143449145154,1.0076478801726327,0.10307184564610307,0.5743843615130744,0.2315943132774816
outcome_aware,4,0.4,0.35,0.0,0.06,2.9898753841674113,1.006917999492257,0.10491241431835491,0.5734958111195735,0.23337141406448336
outcome_aware,4,0.3,0.35,0.1,0.0,2.9899793154588257,1.0141533384107642,0.10237369890835238,0.5835872048743336,0.22937293729372937
outcome_aware,4,0.3,0.2,0.1,0.01,2.989980588497542,1.0092028433612592,0.1031987814166032,0.5750825082508251,0.23203858847423203
outcome_aware,5,0.3,0.35,0.03,0.03,2.99033505938277,1.0134234577303884,0.1012947448591013,0.5835237369890836,0.22765930439197765
outcome_aware,4,0.4,0.35,0.03,0.06,2.9903924217766815,1.007076669205382,0.10427773546585428,0.5734958111195735,0.23241939578573242
outcome_aware,5,0.3,0.2,0.0,0.06,2.9906122708946627,1.007996953541508,0.10345265295760345,0.5744478293983244,0.2321020563594821
outcome_aware,5,0.3,0.35,0.0,0.03,2.9908445574658984,1.0136138613861385,0.10161208428535161,0.5835237369890836,0.2282939832444783
outcome_aware,5,0.3,0.2,0.06,0.06,2.9908807720794544,1.0081873571972582,0.10192942371160194,0.574003554201574,0.23083269865448083
outcome_aware,4,0.4,0.35,0.06,0.06,2.991149821015713,1.0074574765168824,0.10326224930185327,0.5734958111195735,0.23127697385123128
outcome_aware,4,0.3,0.2,0.1,0.0,2.991198779779419,1.0097423203858849,0.10357958872810358,0.5753363797918253,0.23235592790048235
outcome_aware,5,0.3,0.2,0.1,0.03,2.9914339185731116,1.0091076415333842,0.10192942371160194,0.5750825082508251,0.23045189134298044
outcome_aware,5,0.3,0.35,0.1,0.03,2.9914997337922875,1.0140581365828891,0.10046966235085047,0.5835237369890836,0.22677075399847677
outcome_aware,5,0.3,0.2,0.06,0.03,2.9915047024854617,1.009012439705509,0.10218329525260218,0.5750825082508251,0.23032495557248034
outcome_aware,5,0.3,0.2,0.03,0.03,2.9915578252772983,1.0089489718202589,0.10256410256410256,0.5750825082508251,0.23083269865448083
outcome_aware,4,0.4,0.2,0.0,0.06,2.9916925489941644,1.004887027164255,0.10656257933485656,0.5698781416603199,0.2354023863924854
outcome_aware,5,0.3,0.2,0.0,0.01,2.991769626943467,1.0096788525006346,0.10269103833460269,0.5760979944148261,0.23115003808073115
outcome_aware,5,0.3,0.35,0.06,0.03,2.9919481011158284,1.0138994668697638,0.10066006600660066,0.5832063975628332,0.22683422188372684
outcome_aware,5,0.3,0.2,0.03,0.01,2.992051389493932,1.0096471185580096,0.10243716679360244,0.5757806549885758,0.23026148768723026
outcome_aware,4,0.4,0.2,0.03,0.06,2.9922345423620396,1.005077430820005,0.10586443259710586,0.5697512058898198,0.2345138359989845
outcome_aware,4,0.4,0.35,0.1,0.06,2.9922624661500974,1.0077748159431328,0.10313531353135313,0.5734958111195735,0.23083269865448083
outcome_aware,5,0.3,0.2,0.0,0.0,2.9922679109222874,1.0101865955826352,0.10211982736735212,0.5760979944148261,0.23051535922823052
outcome_aware,5,0.3,0.2,0.1,0.06,2.9922802304205973,1.0082825590251332,0.10192942371160194,0.5733688753490733,0.23000761614623
outcome_aware,5,0.3,0.35,0.0,0.01,2.9923510187251616,1.0138677329271388,0.10148514851485149,0.5833968012185834,0.22797664381822796
outcome_aware,5,0.3,0.35,0.06,0.01,2.992420105485206,1.0143120081238892,0.10066006600660066,0.5835872048743336,0.2267072861132267
outcome_aware,4,0.4,0.35,0.03,0.03,2.9924251112364146,1.0080604214267581,0.10396039603960396,0.5734958111195735,0.23216552424473216
outcome_aware,4,0.4,0.35,0.0,0.03,2.9925962505089667,1.008028687484133,0.10415079969535415,0.5734958111195735,0.23273673521198274
outcome_aware,5,0.3,0.35,0.03,0.01,2.9927526294571027,1.0142168062960142,0.10116780908860117,0.5834602691038334,0.2272784970804773
outcome_aware,5,0.3,0.2,0.0,0.03,2.9930227276883263,1.0091711094186342,0.10281797410510282,0.5748921045950749,0.23095963442498096
outcome_aware,5,0.3,0.35,0.0,0.0,2.993029268972609,1.0142485402386392,0.10123127697385123,0.5833968012185834,0.22765930439197765
outcome_aware,4,0.4,0.2,0.0,0.01,2.993230930709191,1.0064102564102564,0.10561056105610561,0.571084031480071,0.23464077176948464
outcome_aware,5,0.3,0.2,0.06,0.01,2.9932761259123914,1.01002792586951,0.10199289159685199,0.5757171871033258,0.23007108403148008
outcome_aware,4,0.4,0.2,0.03,0.03,2.993459892393259,1.005965981213506,0.10554709317085555,0.5703224168570703,0.23406956080223407
outcome_aware,4,0.4,0.35,0.06,0.03,2.9934718971975305,1.0084412287382585,0.1031987814166032,0.5734958111195735,0.23134044173648133
outcome_aware,4,0.4,0.35,0.0,0.01,2.9935120948722513,1.0083142929677582,0.10396039603960396,0.5734958111195735,0.23254633155623256
outcome_aware,4,0.4,0.2,0.06,0.03,2.9935780527485423,1.006156384869256,0.10497588220360497,0.5705128205128205,0.23337141406448336
outcome_aware,5,0.3,0.35,0.03,0.0,2.993609508187733,1.0144706778370145,0.10116780908860117,0.5834602691038334,0.22740543285097742
outcome_aware,5,0.3,0.2,0.03,0.0,2.9938330923522063,1.0103452652957603,0.10211982736735212,0.5756537192180756,0.23000761614623
outcome_aware,4,0.4,0.2,0.0,0.0,2.9938627046927637,1.007076669205382,0.10491241431835491,0.571084031480071,0.23394262503173394
outcome_aware,5,0.3,0.35,0.06,0.0,2.9941434952172425,1.014978420919015,0.10034272658035034,0.5835237369890836,0.22677075399847677
outcome_aware,4,0.4,0.2,0.06,0.06,2.9943011659944845,1.0056803757298807,0.10465854277735466,0.5693703985783194,0.23318101040873318
outcome_aware,4,0.4,0.2,0.03,0.01,2.9943627220190954,1.0067275958365067,0.1051028179741051,0.5708936278243208,0.23368875349073367
outcome_aware,4,0.4,0.2,0.0,0.03,2.9944059233382623,1.006029449098756,0.10561056105610561,0.5700685453160701,0.23438690022848438
outcome_aware,4,0.4,0.35,0.0,0.0,2.9945384526647807,1.0088537699923839,0.10364305661335364,0.5734958111195735,0.2321020563594821
outcome_aware,4,0.4,0.35,0.03,0.01,2.994788725411567,1.0087903021071338,0.10351612084285351,0.5734958111195735,0.23172124904798172
outcome_aware,5,0.3,0.2,0.06,0.0,2.9948486983903413,1.0107895404925107,0.10135821274435136,0.5753998476770754,0.22943640517897942
outcome_aware,4,0.4,0.35,0.06,0.01,2.9949448419411473,1.0088537699923839,0.103008377760853,0.5734958111195735,0.23089616653973088
outcome_aware,4,0.4,0.2,0.03,0.0,2.9949986887926574,1.007140137090632,0.10497588220360497,0.5708936278243208,0.23356181772023357
outcome_aware,4,0.4,0.35,0.03,0.0,2.995016039454134,1.0088855039350089,0.10364305661335364,0.5734958111195735,0.23184818481848185
outcome_aware,4,0.4,0.2,0.06,0.01,2.9954107949681035,1.0068545316070068,0.10465854277735466,0.5708301599390708,0.23292713886773292
outcome_aware,4,0.4,0.35,0.06,0.0,2.9954680355928867,1.0092663112465092,0.10281797410510282,0.5734958111195735,0.23102310231023102
outcome_aware,4,0.4,0.2,0.1,0.06,2.9955340014163117,1.005997715156131,0.1045950748921046,0.5692434628078192,0.23267326732673269
outcome_aware,5,0.3,0.35,0.1,0.01,2.995539393364716,1.0154226961157655,0.10008885503935008,0.5835237369890836,0.22664381822797663
outcome_aware,5,0.4,0.35,0.0,0.06,2.9956215582722376,1.0081556232546331,0.10237369890835238,0.5734958111195735,0.2303884234577304
outcome_aware,4,0.4,0.35,0.1,0.03,2.9958964463985644,1.008980705762884,0.10288144199035289,0.5734958111195735,0.23064229499873065
outcome_aware,5,0.4,0.35,0.03,0.06,2.9959632353431953,1.0082508250825082,0.10199289159685199,0.5734958111195735,0.2294998730642295
outcome_aware,4,0.0,0.1,0.0,0.01,2.996010580441788,1.0053947702462553,0.10408733181010409,0.5644199035288144,0.23362528560548362
outcome_aware,4,0.4,0.2,0.06,0.0,2.9960899364178877,1.0075209444021325,0.10415079969535415,0.5707032241685707,0.23267326732673269
outcome_aware,4,0.4,0.2,0.1,0.03,2.996152921561254,1.0067910637217568,0.10465854277735466,0.5704493526275705,0.23292713886773292
outcome_aware,5,0.3,0.2,0.1,0.01,2.9968058917743994,1.010884742320386,0.10104087331810103,0.5750825082508251,0.22962680883472963
outcome_aware,5,0.3,0.35,0.1,0.0,2.996896487452745,1.0158035034272659,0.10015232292460015,0.5835872048743336,0.22677075399847677
outcome_aware,5,0.4,0.35,0.06,0.06,2.9974224568427497,1.0088537699923839,0.10097740543285098,0.5734958111195735,0.22861132267072862
outcome_aware,5,0.4,0.2,0.0,0.06,2.9974387230989903,1.006124650926631,0.10402386392485402,0.5698781416603199,0.23241939578573242
outcome_aware,5,0.4,0.2,0.03,0.06,2.997805355928553,1.0062515866971313,0.10357958872810358,0.5697512058898198,0.2315943132774816
outcome_aware,5,0.4,0.35,0.1,0.06,2.9979632874101116,1.0090441736481341,0.10085046966235085,0.5734958111195735,0.22797664381822796
outcome_aware,4,0.0,0.1,0.0,0.0,2.9979982134857903,1.006124650926631,0.10396039603960396,0.5646103071845646,0.23324447829398323
outcome_aware,4,0.4,0.35,0.1,0.01,2.998080908408757,1.0098375222137599,0.10243716679360244,0.5734958111195735,0.23032495557248034
outcome_aware,5,0.3,0.2,0.1,0.0,2.9981159517733387,1.0113924854023864,0.10135821274435136,0.5753363797918253,0.22975374460522976
outcome_aware,4,0.0,0.1,0.03,0.0,2.9982783760380323,1.006092916984006,0.10389692815435389,0.5642929677583143,0.2328002030972328
outcome_aware,4,0.1,0.1,0.0,0.01,2.998402064506261,1.0051408987052552,0.10434120335110435,0.5632774815943132,0.23337141406448336
outcome_aware,5,0.4,0.35,0.03,0.03,2.9984772928603265,1.0092663112465092,0.10154861640010154,0.5734958111195735,0.2291825336379792
outcome_aware,5,0.4,0.35,0.0,0.03,2.9987182538177612,1.0092663112465092,0.10199289159685199,0.5734958111195735,0.22994414826097995
outcome_aware,4,0.0,0.1,0.0,0.03,2.998869749489081,1.0053313023610053,0.10427773546585428,0.5632140137090632,0.23387915714648388
outcome_aware,4,0.4,0.35,0.1,0.0,2.998911165086661,1.01009139375476,0.10262757044935263,0.5734958111195735,0.23064229499873065
outcome_aware,4,0.4,0.2,0.1,0.0,2.9992871205122853,1.0081873571972582,0.10415079969535415,0.5708301599390708,0.23248286367098248
outcome_aware,5,0.4,0.2,0.0,0.01,2.9994297421515976,1.0076796141152577,0.10345265295760345,0.571084031480071,0.23184818481848185
outcome_aware,5,0.4,0.2,0.03,0.03,2.999512074017171,1.0071718710332571,0.10313531353135313,0.5703224168570703,0.2310865701954811
outcome_aware,4,0.1,0.1,0.03,0.0,2.999566404480847,1.0058390454430057,0.10408733181010409,0.5635313531353136,0.23267326732673269
outcome_aware,4,0.4,0.2,0.1,0.01,2.9995931298223857,1.007996953541508,0.10376999238385377,0.5704493526275705,0.23203858847423203
outcome_aware,5,0.4,0.2,0.0,0.0,2.9996242253722873,1.0081238893120081,0.10288144199035289,0.571084031480071,0.23127697385123128
outcome_aware,5,0.4,0.35,0.0,0.01,2.9997109063146588,1.0095836506727596,0.1018024879411018,0.5734958111195735,0.22975374460522976
outcome_aware,4,0.0,0.1,0.03,0.01,2.999878562013526,1.0063150545823814,0.10370652449860371,0.5638486925615639,0.23292713886773292
outcome_aware,5,0.4,0.35,0.06,0.03,2.9999754938495626,1.009869256156385,0.10097740543285098,0.5734958111195735,0.2284843869002285
outcome_aware,5,0.4,0.2,0.06,0.03,3.000081649400574,1.0075844122873825,0.10275450621985276,0.5705128205128205,0.23051535922823052
outcome_aware,4,0.1,0.1,0.0,0.0,3.0002030780546782,1.005902513328256,0.10421426758060422,0.5635313531353136,0.232990606752983
outcome_aware,5,0.4,0.2,0.03,0.01,3.000213417071683,1.0078700177710078,0.10307184564610307,0.5708936278243208,0.23089616653973088
outcome_aware,5,0.4,0.35,0.0,0.0,3.000299973344305,1.00990099009901,0.10161208428535161,0.5734958111195735,0.22943640517897942
outcome_aware,5,0.4,0.2,0.0,0.03,3.000527926647057,1.0072670728611324,0.10345265295760345,0.5700685453160701,0.2315943132774816
outcome_aware,4,0.0,0.1,0.06,0.0,3.0005345023509102,1.0066958618938817,0.10307184564610307,0.5638486925615639,0.23184818481848185
outcome_aware,5,0.4,0.2,0.06,0.06,3.0005738018215213,1.007076669205382,0.10237369890835238,0.5693703985783194,0.23051535922823052
outcome_aware,5,0.4,0.35,0.03,0.01,3.000639420464154,1.009932724041635,0.10148514851485149,0.5734958111195735,0.22892866209697893
outcome_aware,4,0.1,0.1,0.03,0.01,3.001050903308802,1.006029449098756,0.10389692815435389,0.563087077938563,0.2328002030972328
outcome_aware,5,0.4,0.35,0.06,0.01,3.001191245909127,1.0102817974105103,0.10085046966235085,0.5734958111195735,0.22816704747397817
outcome_aware,5,0.4,0.2,0.03,0.0,3.0012022504808433,1.0084094947956335,0.10288144199035289,0.5708936278243208,0.23083269865448083
outcome_aware,5,0.4,0.35,0.03,0.0,3.0012196011423202,1.0101548616400102,0.10154861640010154,0.5734958111195735,0.2291190657527291
outcome_aware,5,0.4,0.2,0.1,0.06,3.001234822676326,1.0072670728611324,0.10231023102310231,0.5692434628078192,0.22981721249047982
outcome_aware,4,0.1,0.1,0.0,0.03,3.0013296379871357,1.0051408987052552,0.1044046712363544,0.5620715917745621,0.23362528560548362
outcome_aware,4,0.0,0.1,0.06,0.01,3.0013672994291585,1.0065689261233817,0.10294490987560294,0.5634678852500634,0.23178471693323177
outcome_aware,4,0.1,0.1,0.06,0.0,3.001374547142325,1.0063785224676314,0.1031987814166032,0.5633409494795634,0.23165778116273167
outcome_aware,5,0.4,0.35,0.1,0.03,3.0014499773657377,1.0103769992383853,0.10059659812135059,0.5734958111195735,0.22797664381822796
outcome_aware,5,0.4,0.2,0.06,0.01,3.001657198936083,1.0082825590251332,0.1025006346788525,0.5708301599390708,0.2301980198019802
outcome_aware,5,0.4,0.2,0.1,0.03,3.001706452528427,1.0081873571972582,0.10237369890835238,0.5704493526275705,0.23026148768723026
outcome_aware,4,0.0,0.1,0.03,0.03,3.0017710265359963,1.0056803757298807,0.10396039603960396,0.5627062706270627,0.23337141406448336
outcome_aware,5,0.4,0.35,0.06,0.0,3.0019522610375033,1.0106626047220106,0.10066006600660066,0.5734958111195735,0.2282939832444783
outcome_aware,4,0.1,0.1,0.06,0.01,3.002108274268318,1.0062198527545063,0.10307184564610307,0.562960142168063,0.2315943132774816
outcome_aware,4,0.2,0.1,0.0,0.01,3.002132884498109,1.0052995684183803,0.10465854277735466,0.5623254633155623,0.23406956080223407
outcome_aware,5,0.0,0.1,0.0,0.01,3.0022093918841954,1.0066641279512567,0.10192942371160194,0.5644199035288144,0.23083269865448083
outcome_aware,4,0.2,0.1,0.03,0.0,3.002537276571701,1.005997715156131,0.1044046712363544,0.5628332063975628,0.23337141406448336
outcome_aware,5,0.4,0.2,0.06,0.0,3.002574161862505,1.0089172378776339,0.10199289159685199,0.5707032241685707,0.22994414826097995
outcome_aware,4,0.0,0.1,0.0,0.06,3.0030956500359904,1.0041254125412542,0.10484894643310484,0.5606118304138106,0.23406956080223407
outcome_aware,4,0.1,0.1,0.03,0.03,3.003179130385186,1.0054265041888804,0.10415079969535415,0.561944656004062,0.23318101040873318
outcome_aware,4,0.0,0.1,0.03,0.06,3.003337991585005,1.0047283574511297,0.10408733181010409,0.5608657019548109,0.23318101040873318
outcome_aware,4,0.2,0.1,0.06,0.0,3.0034736250921807,1.0064737242955064,0.10351612084285351,0.5628966742828129,0.23241939578573242
outcome_aware,4,0.2,0.1,0.0,0.0,3.0035597449337654,1.006061183041381,0.10453160700685453,0.5626428027418127,0.23368875349073367
outcome_aware,4,0.2,0.1,0.03,0.01,3.00365494962048,1.006092916984006,0.10421426758060422,0.5624523990860625,0.2334983498349835
outcome_aware,5,0.0,0.1,0.0,0.0,3.0037597341653144,1.0071718710332571,0.10192942371160194,0.5646103071845646,0.23057882711348057
outcome_aware,4,0.0,0.1,0.1,0.0,3.0039941423774286,1.0074257425742574,0.10275450621985276,0.5636582889058137,0.23153084539223154
outcome_aware,4,0.2,0.1,0.06,0.01,3.004058430680068,1.0062515866971313,0.1033891850723534,0.5625158669713125,0.23235592790048235
outcome_aware,4,0.0,0.1,0.06,0.03,3.0042499170365278,1.0062833206397563,0.10294490987560294,0.5621350596598121,0.23216552424473216
outcome_aware,5,0.0,0.1,0.03,0.0,3.0044819377262186,1.0073622746890074,0.1018024879411018,0.5642929677583143,0.23007108403148008
outcome_aware,4,0.1,0.1,0.03,0.06,3.004486076985607,1.0044110180248793,0.10421426758060422,0.5602310231023102,0.23292713886773292
outcome_aware,5,0.1,0.1,0.0,0.01,3.0046008759486678,1.0064102564102564,0.10218329525260218,0.5632774815943132,0.23057882711348057
outcome_aware,4,0.2,0.1,0.0,0.03,3.0047642543439737,1.0052995684183803,0.10472201066260473,0.5612465092663113,0.23432343234323433
outcome_aware,5,0.4,0.35,0.1,0.01,3.0049062116856144,1.0115194211728866,0.10027925869510028,0.5734958111195735,0.2279131759329779
outcome_aware,5,0.0,0.1,0.0,0.03,3.0049917527978756,1.0065689261233817,0.10211982736735212,0.5632140137090632,0.2310865701954811
outcome_aware,4,0.0,0.1,0.1,0.01,3.0051544100525738,1.0073622746890074,0.10243716679360244,0.5628966742828129,0.23102310231023102
outcome_aware,4,0.1,0.1,0.06,0.03,3.005397542616989,1.006061183041381,0.103008377760853,0.5615638486925616,0.23197512058898198
outcome_aware,4,0.1,0.1,0.0,0.06,3.005495271899546,1.003935008885504,0.10497588220360497,0.5595963442498096,0.2338156892612338
outcome_aware,5,0.0,0.1,0.03,0.01,3.0057292570661143,1.0074574765168824,0.10167555217060167,0.5638486925615639,0.23013455191673013
outcome_aware,5,0.1,0.1,0.03,0.0,3.005769966169033,1.007108403148007,0.10199289159685199,0.5635313531353136,0.22994414826097995
outcome_aware,5,0.4,0.35,0.1,0.0,3.00582833708058,1.0117415587712617,0.10040619446560041,0.5734958111195735,0.22804011170347804
outcome_aware,4,0.2,0.1,0.03,0.03,3.0059284804617397,1.0055217060167556,0.1044046712363544,0.5612465092663113,0.2338156892612338
outcome_aware,5,0.1,0.1,0.0,0.0,3.0059645987342023,1.006949733434882,0.10218329525260218,0.5635313531353136,0.23032495557248034
outcome_aware,5,0.4,0.2,0.1,0.0,3.006204292506205,1.0098375222137599,0.10192942371160194,0.5708301599390708,0.22988068037572987
outcome_aware,4,0.0,0.1,0.06,0.06,3.006218213302957,1.0053947702462553,0.10294490987560294,0.5605483625285606,0.23184818481848185
outcome_aware,4,0.1,0.1,0.1,0.0,3.006405467881823,1.0075844122873825,0.10269103833460269,0.563087077938563,0.23127697385123128
outcome_aware,5,0.4,0.2,0.1,0.01,3.006418433099244,1.0096788525006346,0.10161208428535161,0.5704493526275705,0.22962680883472963
outcome_aware,4,0.2,0.1,0.06,0.03,3.006746285983779,1.006029449098756,0.1033891850723534,0.5612465092663113,0.2328002030972328
outcome_aware,5,0.1,0.1,0.03,0.01,3.0069015983613903,1.0071718710332571,0.10186595582635187,0.563087077938563,0.23000761614623
outcome_aware,5,0.0,0.1,0.06,0.0,3.0070187277955274,1.0080921553693831,0.10091393754760092,0.5638486925615639,0.2291190657527291
outcome_aware,4,0.2,0.1,0.1,0.01,3.0071692104172936,1.0072353389185071,0.10281797410510282,0.5623254633155623,0.23153084539223154
outcome_aware,4,0.2,0.1,0.1,0.0,3.0072393401296775,1.0075526783447575,0.1031987814166032,0.563023610053313,0.23216552424473216
outcome_aware,4,0.2,0.1,0.03,0.06,3.0073267307001545,1.0044427519675045,0.1045950748921046,0.5596598121350597,0.23368875349073367
outcome_aware,4,0.1,0.1,0.1,0.01,3.00742495498658,1.0074257425742574,0.10237369890835238,0.5622619954303123,0.2307057628839807
outcome_aware,5,0.1,0.1,0.0,0.03,3.0074516412959302,1.0063785224676314,0.10224676313785225,0.5620715917745621,0.23083269865448083
outcome_aware,4,0.0,0.1,0.1,0.03,3.0075657349705085,1.0068545316070068,0.10262757044935263,0.5618177202335618,0.23127697385123128
outcome_aware,5,0.0,0.1,0.06,0.01,3.007613703397138,1.007996953541508,0.10078700177710079,0.5634678852500634,0.22905559786747906
outcome_aware,5,0.0,0.1,0.03,0.03,3.007823208159908,1.0068862655496318,0.10154861640010154,0.5627062706270627,0.2303884234577304
outcome_aware,5,0.1,0.1,0.06,0.0,3.0078587725869426,1.0077748159431328,0.10104087331810103,0.5633409494795634,0.22892866209697893
outcome_aware,4,0.1,0.1,0.06,0.06,3.007959032007616,1.0052678344757553,0.103008377760853,0.5599136836760599,0.2315943132774816
outcome_aware,5,0.2,0.1,0.0,0.01,3.008331695940516,1.0065689261233817,0.1025006346788525,0.5623254633155623,0.23127697385123128
outcome_aware,5,0.1,0.1,0.06,0.01,3.0083546782362975,1.0076478801726327,0.10091393754760092,0.562960142168063,0.22886519421172888
outcome_aware,4,0.2,0.1,0.0,0.06,3.0084002720820218,1.003935008885504,0.10535668951510535,0.5588981975120589,0.2345138359989845
outcome_aware,5,0.2,0.1,0.03,0.0,3.0087408382598873,1.0072670728611324,0.10231023102310231,0.5628332063975628,0.23064229499873065
outcome_aware,5,0.0,0.1,0.0,0.06,3.008841824140817,1.0053630363036303,0.10231023102310231,0.5606118304138106,0.2310865701954811
outcome_aware,5,0.0,0.1,0.03,0.06,3.0089088051515183,1.005902513328256,0.1018024879411018,0.5608657019548109,0.23026148768723026
outcome_aware,4,0.2,0.1,0.1,0.03,3.009074957874905,1.0067275958365067,0.103008377760853,0.5613099771515613,0.23165778116273167
outcome_aware,4,0.1,0.1,0.1,0.03,3.009128941979582,1.0068862655496318,0.10256410256410256,0.5612465092663113,0.23095963442498096
outcome_aware,5,0.1,0.1,0.03,0.03,3.0092313120090974,1.0066323940086317,0.10173902005585174,0.561944656004062,0.2301980198019802
outcome_aware,4,0.3,0.1,0.0,0.01,3.0093030199087676,1.0053630363036303,0.10503935008885504,0.5607387661843107,0.23413302868748415
outcome_aware,5,0.2,0.1,0.0,0.0,3.00932126561329,1.007108403148007,0.1025006346788525,0.5626428027418127,0.23102310231023102
outcome_aware,4,0.2,0.1,0.06,0.06,3.0093584749941718,1.0051408987052552,0.10351612084285351,0.5596598121350597,0.23241939578573242
outcome_aware,5,0.2,0.1,0.03,0.01,3.009505644673068,1.0072353389185071,0.10218329525260218,0.5624523990860625,0.2307057628839807
outcome_aware,5,0.2,0.1,0.06,0.0,3.009957850536798,1.0078700177710078,0.10135821274435136,0.5628966742828129,0.22969027671997969
outcome_aware,5,0.1,0.1,0.03,0.06,3.010056890552121,1.0055851739020056,0.10192942371160194,0.5602310231023102,0.23000761614623
outcome_aware,5,0.2,0.1,0.06,0.01,3.0103048346480477,1.0076796141152577,0.10123127697385123,0.5625158669713125,0.22962680883472963
outcome_aware,4,0.3,0.1,0.03,0.0,3.010483298581912,1.0062198527545063,0.10472201066260473,0.5610561056105611,0.2333079461792333
outcome_aware,4,0.3,0.1,0.03,0.01,3.0107129237648635,1.0062198527545063,0.1045950748921046,0.5608657019548109,0.2334983498349835
outcome_aware,5,0.0,0.1,0.06,0.03,3.01075351368856,1.0077113480578828,0.10072353389185072,0.5621350596598121,0.22930946940847932
outcome_aware,4,0.3,0.1,0.0,0.0,3.0107867285523744,1.006124650926631,0.10484894643310484,0.5609291698400609,0.23362528560548362
outcome_aware,5,0.2,0.1,0.0,0.03,3.0108862576527677,1.0065371921807564,0.10256410256410256,0.5612465092663113,0.23153084539223154
outcome_aware,4,0.0,0.1,0.1,0.06,3.0108901052435533,1.0056169078446306,0.10313531353135313,0.5597232800203097,0.2314039096217314
outcome_aware,5,0.0,0.1,0.1,0.0,3.0109113143713477,1.0090759075907592,0.10053313023610053,0.5636582889058137,0.22892866209697893
outcome_aware,5,0.1,0.1,0.0,0.06,3.0112414460043717,1.0051726326478803,0.10243716679360244,0.5595963442498096,0.23083269865448083
