mode,max_score,lambda_blend,shared_lambda,classifier_power,prior_power,dixon_rho,AW-MAE,MAE_raw_component,exact_acc,outcome_acc,goal_diff_acc
dixon_bivar_expected_awmae,4,1.0,0.15,0.0,0.5,0.1,2.950060102675144,1.0175488702716426,0.12427011931962427,0.5846026910383346,0.24346280781924345
dixon_bivar_expected_awmae,4,1.0,0.06,0.0,0.25,-0.15,2.9500817646339,1.013042650418888,0.11944656004061945,0.5787636455953288,0.24257425742574257
dixon_bivar_expected_awmae,4,0.75,0.0,0.5,0.0,0.15,2.9500822108477225,1.0164381822797663,0.10770500126935771,0.5997715156130998,0.2190911398832191
dixon_bivar_expected_awmae,5,0.5,0.03,0.5,0.5,-0.15,2.9501163239876163,1.0093615130743843,0.12071591774562071,0.5862528560548362,0.2282939832444783
dixon_bivar_expected_awmae,5,1.0,0.1,0.0,0.5,0.0,2.9501281826800354,1.0126618431073877,0.12446052297537447,0.579017517136329,0.24397055090124398
dixon_bivar_expected_awmae,5,1.0,0.1,0.5,0.5,0.15,2.9501561540983547,1.0162477786240163,0.11754252348311754,0.5964077176948465,0.22391469916222392
dixon_bivar_expected_awmae,5,0.75,0.15,0.0,0.25,-0.15,2.950201810526571,1.0055534399593806,0.11912922061436913,0.5724168570703224,0.23908352373698907
dixon_bivar_expected_awmae,4,0.75,0.15,0.5,0.25,0.0,2.9502173725780234,1.0129157146483878,0.11544808326986544,0.5936785986290937,0.22397816704747397
dixon_bivar_expected_awmae,4,0.75,0.06,0.5,0.0,0.1,2.950241229005343,1.0148197512058899,0.10802234069560802,0.5978040111703478,0.21845646103071845
dixon_bivar_expected_awmae,5,0.5,0.0,0.5,0.5,-0.15,2.950259299128449,1.0103769992383853,0.11982736735211982,0.5867605991368368,0.2279131759329779
dixon_bivar_expected_awmae,5,1.0,0.0,0.0,0.5,0.0,2.950271855833254,1.0158035034272659,0.12344503681137345,0.5822543792840823,0.24511297283574512
dixon_bivar_expected_awmae,4,0.5,0.0,0.5,0.0,-0.05,2.950278173453642,1.0143120081238892,0.10954556994160955,0.5964077176948465,0.2206778370144707
dixon_bivar_expected_awmae,4,0.75,0.06,0.5,0.5,-0.05,2.9502873697177994,1.0144389438943895,0.11989083523736989,0.590949479563341,0.22581873571972583
dixon_bivar_expected_awmae,4,0.75,0.0,0.5,0.5,-0.05,2.9503129279705,1.0156130997715156,0.11912922061436913,0.5917745620715917,0.22632647880172632
dixon_bivar_expected_awmae,4,1.0,0.0,0.5,0.0,0.1,2.950323426295186,1.015835237369891,0.10732419395785732,0.5992637725310993,0.21737750698146738
dixon_bivar_expected_awmae,5,0.5,0.03,0.5,0.25,-0.15,2.950341855417396,1.0095519167301346,0.11747905559786748,0.5912668189895912,0.22594567149022596
dixon_bivar_expected_awmae,5,1.0,0.06,0.0,0.5,0.05,2.950345241958014,1.0155496318862656,0.12376237623762376,0.5828890581365829,0.24422442244224424
dixon_bivar_expected_awmae,4,0.5,0.1,0.5,0.25,-0.15,2.9503486735898794,1.011106879918761,0.11601929423711602,0.5885376999238385,0.22556486417872557
dixon_bivar_expected_awmae,5,1.0,0.1,0.5,0.5,0.0,2.950366203548664,1.0134869256156385,0.11887534907336887,0.5924727088093424,0.22594567149022596
dixon_bivar_expected_awmae,4,1.0,0.0,0.5,0.5,-0.1,2.9503674346859228,1.0137725310992638,0.1191926884996192,0.5913302868748413,0.2265168824574765
dixon_bivar_expected_awmae,5,0.5,0.06,0.5,0.5,0.05,2.950371142639437,1.0151370906321402,0.11938309215536938,0.5927265803503428,0.22556486417872557
dixon_bivar_expected_awmae,5,0.25,0.03,0.5,0.25,0.05,2.9504017268055995,1.0135503935008885,0.1170982482863671,0.5961538461538461,0.22328002030972327
dixon_bivar_expected_awmae,5,1.0,0.06,0.5,0.5,-0.05,2.9504046456377546,1.0128205128205128,0.119002284843869,0.5915841584158416,0.22683422188372684
dixon_bivar_expected_awmae,4,0.5,0.03,0.5,0.25,0.0,2.9504255655323957,1.0138994668697638,0.1172886519421173,0.5948844884488449,0.2242955064737243
dixon_bivar_expected_awmae,5,0.0,0.03,0.0,0.0,-0.1,2.9504443353116274,1.0052043665905053,0.11411525767961411,0.5753998476770754,0.2364813404417365
dixon_bivar_expected_awmae,5,1.0,0.03,0.0,0.5,0.0,2.950473759888251,1.0142802741812642,0.12446052297537447,0.5811119573495811,0.24485910129474486
dixon_bivar_expected_awmae,5,0.75,0.06,0.5,0.5,0.15,2.950486995360453,1.018120081238893,0.11659050520436659,0.5954556994160954,0.22353389185072353
dixon_bivar_expected_awmae,4,0.25,0.1,0.0,0.25,0.1,2.950500290998205,1.0152640264026402,0.11868494541761869,0.5813023610053313,0.24238385376999239
dixon_bivar_expected_awmae,5,0.25,0.03,0.0,0.25,0.0,2.950520433704577,1.0104404671236353,0.11798679867986799,0.5766692053820767,0.24054328509774053
dixon_bivar_expected_awmae,4,0.75,0.03,0.5,0.0,0.1,2.9505324234674664,1.0154544300583905,0.10808580858085809,0.5983117542523483,0.2189007362274689
dixon_bivar_expected_awmae,5,0.75,0.1,0.5,0.5,0.0,2.95054996665682,1.0132330540746382,0.11925615638486925,0.5912033511043412,0.22486671744097486
dixon_bivar_expected_awmae,4,1.0,0.0,0.5,0.5,0.1,2.950556983630771,1.018024879411018,0.11722518405686723,0.5964711855800965,0.2237877633917238
dixon_bivar_expected_awmae,4,1.0,0.03,0.5,0.5,0.1,2.950561094454326,1.0175488702716426,0.11785986290936785,0.5962173140390962,0.2241051028179741
dixon_bivar_expected_awmae,5,0.5,0.1,0.5,0.5,0.05,2.9506084466233893,1.0147245493780148,0.11976389946686976,0.5918380299568419,0.22594567149022596
dixon_bivar_expected_awmae,5,0.75,0.03,0.5,0.5,-0.1,2.950669702123053,1.011043412033511,0.11951002792586951,0.5887281035795887,0.2267072861132267
dixon_bivar_expected_awmae,4,1.0,0.03,0.5,0.0,0.1,2.9506714661293203,1.0152640264026402,0.10770500126935771,0.5988194973343488,0.2171871033257172
dixon_bivar_expected_awmae,4,0.5,0.03,0.5,0.25,-0.05,2.950676962604834,1.0137725310992638,0.11697131251586697,0.5934247270880935,0.2248032495557248
dixon_bivar_expected_awmae,4,0.75,0.1,0.5,0.25,-0.1,2.950708263743478,1.0113607514597613,0.11652703731911652,0.5917745620715917,0.22435897435897437
dixon_bivar_expected_awmae,4,0.5,0.1,0.5,0.0,0.1,2.9507094389774378,1.0151688245747652,0.10713379030210714,0.5965346534653465,0.2182025894897182
dixon_bivar_expected_awmae,5,0.75,0.0,0.0,0.5,0.1,2.950719003090721,1.018976897689769,0.12166793602437166,0.584920030464585,0.24365321147499366
dixon_bivar_expected_awmae,5,0.75,0.03,0.5,0.5,0.05,2.950720235714893,1.0157400355420156,0.11798679867986799,0.5935516628585935,0.22524752475247525
dixon_bivar_expected_awmae,4,1.0,0.0,0.5,0.0,0.0,2.9507209515414274,1.0151688245747652,0.10757806549885758,0.5976136075145976,0.218012185833968
dixon_bivar_expected_awmae,5,1.0,0.0,0.0,0.5,-0.1,2.950723045238565,1.0124079715663874,0.12471439451637471,0.5766057374968266,0.24504950495049505
dixon_bivar_expected_awmae,4,0.25,0.0,0.0,0.0,-0.1,2.9507315624527206,1.0101865955826352,0.11424219345011424,0.5769230769230769,0.23844884488448845
dixon_bivar_expected_awmae,5,0.25,0.1,0.0,0.25,0.0,2.950733523668193,1.0086316323940085,0.11817720233561818,0.5745112972835745,0.24016247778624017
dixon_bivar_expected_awmae,5,0.75,0.15,0.5,0.5,0.1,2.9507518968403597,1.0144389438943895,0.11989083523736989,0.5936151307438436,0.22423203858847424
dixon_bivar_expected_awmae,5,0.25,0.06,0.5,0.25,0.05,2.9507647470604135,1.0132330540746382,0.11684437674536684,0.5952018278750952,0.22302614876872304
dixon_bivar_expected_awmae,5,0.5,0.06,0.5,0.25,-0.1,2.9507682616768793,1.0097740543285099,0.11760599136836761,0.5918380299568419,0.22524752475247525
dixon_bivar_expected_awmae,4,1.0,0.06,0.5,0.0,0.1,2.950776131595775,1.0145658796648895,0.10795887281035796,0.5983752221375984,0.21756791063721756
dixon_bivar_expected_awmae,4,0.75,0.03,0.5,0.5,-0.05,2.9507764348582706,1.0146610814927646,0.11957349581111958,0.590949479563341,0.22562833206397562
dixon_bivar_expected_awmae,4,1.0,0.15,0.0,0.5,0.15,2.950777979206131,1.0201827875095202,0.12261995430312261,0.5863797918253364,0.24212998222899212
dixon_bivar_expected_awmae,4,0.5,0.06,0.5,0.25,0.0,2.950796788358636,1.0138042650418888,0.1170982482863671,0.5941228738258442,0.22423203858847424
dixon_bivar_expected_awmae,4,0.5,0.0,0.5,0.25,0.0,2.950802659594236,1.0142485402386392,0.11678090886011679,0.5952652957603453,0.22391469916222392
dixon_bivar_expected_awmae,5,1.0,0.06,0.5,0.5,0.05,2.9508226868123795,1.0145976136075145,0.11836760599136836,0.5938690022848438,0.22537446052297538
dixon_bivar_expected_awmae,5,0.0,0.06,0.0,0.0,-0.1,2.9508240264000865,1.004061944656004,0.11449606499111449,0.573940086316324,0.23597359735973597
dixon_bivar_expected_awmae,4,1.0,0.15,0.5,0.5,-0.1,2.950843875228502,1.012122366082762,0.1210967250571211,0.5891723787763392,0.22753236862147752
dixon_bivar_expected_awmae,5,0.75,0.06,0.0,0.5,0.1,2.950849785434617,1.016945925361767,0.12357197258187357,0.5838410764153339,0.24422442244224424
dixon_bivar_expected_awmae,5,0.75,0.06,0.5,0.5,0.05,2.950853672301598,1.0145024117796395,0.11925615638486925,0.5934247270880935,0.224993653211475
dixon_bivar_expected_awmae,4,0.75,0.03,0.5,0.0,0.05,2.9508899258826116,1.0149149530337649,0.10802234069560802,0.597105864432597,0.21858339680121858
dixon_bivar_expected_awmae,4,0.25,0.0,0.5,0.25,0.05,2.950896594914767,1.0165333841076416,0.11684437674536684,0.5963442498095963,0.22385123127697384
dixon_bivar_expected_awmae,4,0.0,0.06,0.0,0.0,0.1,2.950932400655375,1.0137725310992638,0.11373445036811373,0.5838410764153339,0.23876618431073876
dixon_bivar_expected_awmae,4,0.0,0.0,0.0,0.0,0.05,2.9509405893601217,1.0137725310992638,0.11398832190911398,0.5827621223660827,0.23876618431073876
dixon_bivar_expected_awmae,5,0.0,0.1,0.0,0.25,0.15,2.950947643048537,1.0114242193450114,0.11944656004061945,0.5808580858085809,0.2418126428027418
dixon_bivar_expected_awmae,5,0.25,0.06,0.5,0.25,0.1,2.9509484643563533,1.0146610814927646,0.11589235846661589,0.5964711855800965,0.22175679106372176
dixon_bivar_expected_awmae,5,0.25,0.06,0.5,0.25,0.15,2.9509494264486302,1.0148197512058899,0.11481340441736482,0.5963442498095963,0.22010662604722012
dixon_bivar_expected_awmae,4,1.0,0.06,0.5,0.5,0.15,2.950967825645742,1.0184056867225184,0.11722518405686723,0.5972328002030972,0.22328002030972327
dixon_bivar_expected_awmae,4,0.75,0.03,0.0,0.25,-0.1,2.950979464459201,1.0140264026402641,0.12014470677837015,0.5787001777100786,0.24384361513074385
dixon_bivar_expected_awmae,4,0.5,0.0,0.5,0.25,-0.05,2.9509847191188165,1.0135186595582635,0.11741558771261741,0.5938055343995938,0.22454937801472455
dixon_bivar_expected_awmae,4,0.5,0.1,0.5,0.25,0.0,2.9509890301901938,1.0140581365828891,0.11665397308961666,0.5937420665143437,0.22442244224422442
dixon_bivar_expected_awmae,4,1.0,0.03,0.5,0.5,-0.1,2.9510280652470335,1.0140264026402641,0.11944656004061945,0.5912033511043412,0.2268976897689769
dixon_bivar_expected_awmae,4,0.5,0.03,0.5,0.0,0.05,2.9510372115976304,1.015993907083016,0.10713379030210714,0.5966615892358467,0.2187103325717187
dixon_bivar_expected_awmae,5,0.25,0.03,0.5,0.25,0.15,2.9510947885621595,1.01501015486164,0.11487687230261488,0.5966615892358467,0.22023356181772025
dixon_bivar_expected_awmae,4,0.5,0.15,0.5,0.0,-0.15,2.951108564513287,1.0103452652957603,0.11151307438436152,0.592028433612592,0.22334348819497335
dixon_bivar_expected_awmae,5,1.0,0.15,0.5,0.5,0.0,2.95112250770292,1.0124714394516374,0.1202081746636202,0.5916476263010917,0.22645341457222645
dixon_bivar_expected_awmae,5,0.5,0.0,0.5,0.25,-0.15,2.951137920677647,1.0097105864432596,0.1177963950241178,0.5913937547600914,0.22556486417872557
dixon_bivar_expected_awmae,4,0.5,0.03,0.5,0.25,-0.15,2.95114177684794,1.0122810357958874,0.11671744097486672,0.5905686722518406,0.22588220360497588
dixon_bivar_expected_awmae,4,0.0,0.03,0.0,0.0,0.1,2.9511472427933936,1.0146928154353896,0.11386138613861387,0.5851739020055852,0.23857578065498858
dixon_bivar_expected_awmae,5,0.5,0.1,0.5,0.5,0.1,2.9511836481267677,1.015930439197766,0.11963696369636964,0.5938055343995938,0.22524752475247525
dixon_bivar_expected_awmae,5,0.75,0.03,0.5,0.5,0.15,2.951199832575411,1.0182152830667681,0.11646356943386646,0.5955191673013455,0.22321655242447322
dixon_bivar_expected_awmae,5,1.0,0.03,0.0,0.5,-0.1,2.9512158988743793,1.0114876872302614,0.12477786240162478,0.5751459761360751,0.24435135821274434
dixon_bivar_expected_awmae,4,1.0,0.1,0.5,0.5,-0.15,2.951237437142871,1.011931962427012,0.1205889819751206,0.5883472962680883,0.22816704747397817
dixon_bivar_expected_awmae,4,1.0,0.03,0.5,0.5,0.05,2.9512668247165843,1.017072861132267,0.11843107387661843,0.595011424219345,0.22512058898197512
dixon_bivar_expected_awmae,5,0.25,0.03,0.0,0.25,-0.05,2.951269687260176,1.0093297791317593,0.11747905559786748,0.574003554201574,0.2402894135567403
dixon_bivar_expected_awmae,4,0.25,0.1,0.0,0.0,-0.1,2.951270129494231,1.005965981213506,0.11620969789286621,0.572988068037573,0.23787763391723787
dixon_bivar_expected_awmae,5,1.0,0.15,0.5,0.5,0.05,2.951278287322898,1.0141533384107642,0.11938309215536938,0.5933612592028433,0.22607260726072606
dixon_bivar_expected_awmae,4,1.0,0.1,0.0,0.25,-0.15,2.9512852571006394,1.011106879918761,0.12071591774562071,0.577050012693577,0.24257425742574257
dixon_bivar_expected_awmae,5,0.5,0.1,0.5,0.25,-0.1,2.9512930267191404,1.009932724041635,0.11722518405686723,0.5912668189895912,0.22556486417872557
dixon_bivar_expected_awmae,5,0.5,0.15,0.5,0.5,0.05,2.9513079355900653,1.0136773292713888,0.12001777100787002,0.590949479563341,0.22588220360497588
dixon_bivar_expected_awmae,5,0.5,0.1,0.5,0.5,-0.15,2.9513568045908745,1.0088220360497588,0.12116019294237117,0.5851739020055852,0.2282939832444783
dixon_bivar_expected_awmae,4,0.75,0.15,0.5,0.5,-0.1,2.951368544433262,1.011075145976136,0.12192180756537192,0.5881568926123382,0.22854785478547854
dixon_bivar_expected_awmae,4,0.0,0.0,0.0,0.0,0.1,2.9514040139166178,1.0161843107387662,0.11367098248286367,0.5864432597105864,0.2388931200812389
dixon_bivar_expected_awmae,5,0.75,0.03,0.5,0.5,-0.15,2.951411511324448,1.0105356689515106,0.11963696369636964,0.5879030210713379,0.22784970804772786
dixon_bivar_expected_awmae,5,0.0,0.1,0.0,0.0,-0.05,2.9514434783701393,1.0044427519675045,0.1137979182533638,0.5748921045950749,0.23527545062198527
dixon_bivar_expected_awmae,4,0.75,0.15,0.5,0.5,-0.15,2.9514962343892392,1.0093297791317593,0.12211221122112212,0.585998984513836,0.22861132267072862
dixon_bivar_expected_awmae,5,0.25,0.15,0.0,0.25,0.0,2.9515185887110347,1.0082825590251332,0.11868494541761869,0.5738766184310738,0.24092409240924093
dixon_bivar_expected_awmae,5,0.25,0.0,0.5,0.5,-0.15,2.9515634193912312,1.0103452652957603,0.1210967250571211,0.585998984513836,0.2284843869002285
dixon_bivar_expected_awmae,5,0.25,0.0,0.5,0.25,0.1,2.9515803887913417,1.0148514851485149,0.11532114749936533,0.5961538461538461,0.22086824067022087
dixon_bivar_expected_awmae,4,0.75,0.06,0.5,0.25,-0.15,2.9515981572190455,1.0113924854023864,0.11608276212236608,0.5908860116780909,0.22467631378522468
dixon_bivar_expected_awmae,4,0.75,0.06,0.5,0.5,0.0,2.951604253162611,1.0157083015993906,0.11982736735211982,0.5922188372683422,0.22524752475247525
dixon_bivar_expected_awmae,4,0.5,0.1,0.5,0.25,-0.1,2.951611685154973,1.0125031733942624,0.11633663366336634,0.590949479563341,0.22524752475247525
dixon_bivar_expected_awmae,5,0.25,0.1,0.5,0.25,0.15,2.951672167770461,1.0145024117796395,0.11506727595836506,0.5958999746128459,0.2206143691292206
dixon_bivar_expected_awmae,4,0.75,0.1,0.5,0.5,0.0,2.9516773528899694,1.0153592282305153,0.12008123889312008,0.5915841584158416,0.22524752475247525
dixon_bivar_expected_awmae,4,0.25,0.1,0.5,0.25,0.1,2.951685807917627,1.016089108910891,0.11678090886011679,0.5955191673013455,0.22366082762122366
dixon_bivar_expected_awmae,5,0.5,0.15,0.5,0.5,-0.15,2.951687435607428,1.0080604214267581,0.12204874333587205,0.5842218837268343,0.22873825844122875
dixon_bivar_expected_awmae,5,0.25,0.1,0.5,0.25,0.1,2.951692934815396,1.0137407971566388,0.11697131251586697,0.5961538461538461,0.22302614876872304
dixon_bivar_expected_awmae,5,0.0,0.06,0.5,0.25,0.15,2.9517034347120763,1.0151370906321402,0.11665397308961666,0.5965981213505966,0.2218837268342219
dixon_bivar_expected_awmae,4,0.5,0.15,0.5,0.0,-0.1,2.951704182514722,1.010916476263011,0.11202081746636203,0.5934881949733435,0.22366082762122366
dixon_bivar_expected_awmae,5,0.5,0.15,0.5,0.25,-0.05,2.951735398525359,1.0098057882711349,0.11722518405686723,0.5913302868748413,0.22524752475247525
dixon_bivar_expected_awmae,4,1.0,0.0,0.5,0.5,0.0,2.951756532245169,1.015866971312516,0.11862147753236862,0.5934247270880935,0.22518405686722517
dixon_bivar_expected_awmae,5,0.75,0.1,0.5,0.5,-0.1,2.9517753816847825,1.011075145976136,0.11989083523736989,0.5880934247270881,0.2272150291952272
dixon_bivar_expected_awmae,4,0.5,0.1,0.5,0.0,0.15,2.9517779904045685,1.0163112465092663,0.1066895151053567,0.5974866717440975,0.21756791063721756
dixon_bivar_expected_awmae,5,0.5,0.06,0.5,0.5,0.0,2.9517873152927527,1.0140898705255141,0.11944656004061945,0.5908225437928408,0.22658035034272658
dixon_bivar_expected_awmae,4,0.25,0.03,0.0,0.0,-0.1,2.9518029770068477,1.0092028433612592,0.11443259710586444,0.5755902513328256,0.23794110180248795
dixon_bivar_expected_awmae,5,1.0,0.03,0.0,0.5,-0.05,2.9518397419858244,1.0135821274435135,0.1242066514343742,0.5783193703985783,0.24473216552424473
dixon_bivar_expected_awmae,5,0.5,0.1,0.5,0.5,-0.1,2.951843766629215,1.0097740543285099,0.12084285351612084,0.5865701954810866,0.22740543285097742
dixon_bivar_expected_awmae,4,1.0,0.03,0.0,0.5,0.15,2.95188841966195,1.0233244478293984,0.12096978928662097,0.5877760853008378,0.24143183549124142
dixon_bivar_expected_awmae,5,0.25,0.03,0.5,0.25,0.1,2.9518940731909,1.0148832190911399,0.11544808326986544,0.595963442498096,0.22124904798172124
dixon_bivar_expected_awmae,4,1.0,0.15,0.0,0.5,0.05,2.951931694797714,1.0154226961157655,0.12528560548362527,0.5813658288905814,0.24358974358974358
dixon_bivar_expected_awmae,5,0.25,0.06,0.0,0.25,0.0,2.95196549969981,1.009932724041635,0.11760599136836761,0.5753363797918253,0.2399086062452399
dixon_bivar_expected_awmae,5,0.5,0.1,0.0,0.25,-0.15,2.95199261300291,1.0062515866971313,0.12008123889312008,0.571020563594821,0.24130489972074132
dixon_bivar_expected_awmae,4,0.75,0.03,0.5,0.5,-0.1,2.9519985159332296,1.0136455953287637,0.11957349581111958,0.5891089108910891,0.22632647880172632
dixon_bivar_expected_awmae,4,0.75,0.1,0.5,0.25,-0.15,2.952006169327041,1.0112972835745113,0.1157019548108657,0.5901878649403401,0.2244859101294745
dixon_bivar_expected_awmae,5,0.75,0.15,0.5,0.5,0.15,2.9520078069961526,1.0167872556486417,0.1183041381061183,0.5949479563340949,0.2237242955064737
dixon_bivar_expected_awmae,4,0.0,0.0,0.0,0.0,0.15,2.952018858703689,1.0187864940340188,0.11259202843361259,0.5891723787763392,0.2376872302614877
dixon_bivar_expected_awmae,5,0.0,0.1,0.5,0.25,0.15,2.9520520558086467,1.0148832190911399,0.11697131251586697,0.5965346534653465,0.22296268088347296
dixon_bivar_expected_awmae,5,0.75,0.15,0.5,0.5,-0.05,2.9521099399761233,1.0114242193450114,0.11976389946686976,0.5881568926123382,0.2261995430312262
dixon_bivar_expected_awmae,5,0.25,0.03,0.5,0.5,-0.15,2.9521142990617832,1.01002792586951,0.12141406448337141,0.5854912414318355,0.22905559786747906
dixon_bivar_expected_awmae,4,0.5,0.15,0.5,0.25,-0.15,2.952137508030109,1.01002792586951,0.11620969789286621,0.5869510027925869,0.2253109926377253
dixon_bivar_expected_awmae,5,0.5,0.03,0.5,0.5,-0.1,2.952145185465809,1.011995430312262,0.11982736735211982,0.5880934247270881,0.22797664381822796
dixon_bivar_expected_awmae,4,0.25,0.03,0.5,0.25,0.15,2.9521539953215377,1.0174854023863924,0.11538461538461539,0.5965981213505966,0.22156638740797158
dixon_bivar_expected_awmae,5,0.75,0.1,0.5,0.5,0.1,2.9521805073457763,1.0154861640010155,0.11868494541761869,0.5938055343995938,0.2244859101294745
dixon_bivar_expected_awmae,5,0.5,0.15,0.5,0.5,0.1,2.952212850706266,1.015041888804265,0.11951002792586951,0.5921553693830921,0.22442244224422442
dixon_bivar_expected_awmae,5,0.5,0.06,0.5,0.5,0.1,2.9522159148060836,1.016882457476517,0.11906575272911907,0.5941863417110942,0.22518405686722517
dixon_bivar_expected_awmae,4,1.0,0.03,0.5,0.5,-0.15,2.95222697469032,1.012947448591013,0.11951002792586951,0.5894262503173394,0.22708809342472708
dixon_bivar_expected_awmae,5,0.5,0.06,0.5,0.5,0.15,2.95223686726108,1.017929677583143,0.11785986290936785,0.5947575526783447,0.2237877633917238
dixon_bivar_expected_awmae,4,0.0,0.15,0.0,0.0,0.1,2.9522446628971952,1.0094249809596345,0.11468646864686469,0.5782559025133283,0.23857578065498858
dixon_bivar_expected_awmae,4,0.25,0.1,0.5,0.0,0.1,2.9522642368994276,1.0163747143945163,0.1082127443513582,0.5973597359735974,0.2199162223914699
dixon_bivar_expected_awmae,4,1.0,0.1,0.0,0.5,-0.05,2.9522801279904147,1.0145658796648895,0.1257933485656258,0.5773038842345773,0.24517644072099518
dixon_bivar_expected_awmae,5,1.0,0.1,0.0,0.5,-0.1,2.952311835509453,1.009996191926885,0.12572988068037572,0.5733054074638233,0.2446052297537446
dixon_bivar_expected_awmae,4,1.0,0.1,0.5,0.5,-0.1,2.952317211162727,1.0132013201320131,0.1203985783193704,0.5898705255140899,0.2268976897689769
dixon_bivar_expected_awmae,5,1.0,0.0,0.0,0.5,-0.05,2.952320236038684,1.0138042650418888,0.1243970550901244,0.5786367098248286,0.24492256917999491
dixon_bivar_expected_awmae,4,0.5,0.15,0.5,0.25,-0.1,2.952334155811739,1.0116780908860117,0.1157019548108657,0.5887281035795887,0.22486671744097486
dixon_bivar_expected_awmae,4,0.5,0.0,0.5,0.25,-0.1,2.9524046150994048,1.0137090632140138,0.1164001015486164,0.5925361766945926,0.224993653211475
dixon_bivar_expected_awmae,5,0.25,0.06,0.5,0.25,-0.15,2.9524051166796994,1.0092345773038842,0.11703478040111703,0.5884742320385885,0.22524752475247525
dixon_bivar_expected_awmae,5,0.5,0.06,0.5,0.5,-0.1,2.9524337972496553,1.010884742320386,0.12065244986037066,0.5871414064483371,0.2279131759329779
dixon_bivar_expected_awmae,4,0.25,0.03,0.5,0.25,0.05,2.9524359883162865,1.016089108910891,0.11697131251586697,0.5951383599898451,0.22391469916222392
dixon_bivar_expected_awmae,5,0.5,0.0,0.5,0.5,0.15,2.952444067748983,1.019008631632394,0.11678090886011679,0.5955826351865956,0.22334348819497335
dixon_bivar_expected_awmae,4,0.5,0.15,0.5,0.0,0.15,2.9524693493744154,1.0155813658288906,0.10694338664635694,0.5966615892358467,0.21788525006346787
dixon_bivar_expected_awmae,5,0.75,0.0,0.0,0.5,0.0,2.952476201279919,1.0154544300583905,0.12350850469662351,0.5797791317593298,0.24479563340949478
dixon_bivar_expected_awmae,5,0.5,0.03,0.5,0.5,0.15,2.9524938587418785,1.0183422188372684,0.1172886519421173,0.5949479563340949,0.22321655242447322
dixon_bivar_expected_awmae,4,0.5,0.0,0.5,0.0,0.05,2.9524971183741853,1.0164699162223916,0.10675298299060676,0.5964711855800965,0.21813912160446813
dixon_bivar_expected_awmae,4,1.0,0.06,0.0,0.5,0.1,2.952500610774199,1.0214521452145215,0.1223026148768723,0.5859355166285859,0.24346280781924345
dixon_bivar_expected_awmae,5,0.0,0.0,0.5,0.25,0.15,2.9525163177393163,1.0161525767961412,0.11544808326986544,0.5968519928915968,0.22042396547347043
dixon_bivar_expected_awmae,4,0.5,0.06,0.5,0.25,-0.05,2.9525199914393565,1.0140581365828891,0.1164001015486164,0.5928535161208428,0.22486671744097486
dixon_bivar_expected_awmae,4,0.75,0.1,0.5,0.5,0.05,2.952574995499908,1.0164381822797663,0.1202081746636202,0.5932343234323433,0.224993653211475
dixon_bivar_expected_awmae,4,0.25,0.15,0.5,0.0,0.1,2.9525782713019186,1.0148197512058899,0.10865701954810866,0.596026910383346,0.2199162223914699
dixon_bivar_expected_awmae,5,0.75,0.06,0.0,0.5,0.0,2.9526010051042353,1.0138042650418888,0.12458745874587458,0.5781289667428281,0.24479563340949478
dixon_bivar_expected_awmae,4,0.75,0.0,0.5,0.5,0.1,2.9526209005884625,1.0204683929931455,0.11678090886011679,0.5958365067275958,0.22467631378522468
dixon_bivar_expected_awmae,5,0.75,0.03,0.0,0.5,0.15,2.952627409656006,1.0205318608783955,0.12046204620462046,0.5853643056613353,0.24168570703224168
dixon_bivar_expected_awmae,5,0.5,0.1,0.5,0.5,0.15,2.952651074128147,1.0177075399847677,0.11874841330286875,0.595011424219345,0.22454937801472455
dixon_bivar_expected_awmae,4,1.0,0.06,0.5,0.5,0.1,2.9526540824862515,1.0182787509520184,0.11792333079461792,0.5961538461538461,0.2242955064737243
dixon_bivar_expected_awmae,5,0.25,0.06,0.0,0.25,-0.05,2.9526703347996905,1.0085681645087585,0.11868494541761869,0.5736862147753237,0.24130489972074132
dixon_bivar_expected_awmae,5,0.25,0.0,0.5,0.25,0.0,2.9526736914162086,1.0132965219598884,0.11703478040111703,0.5944402132520944,0.22321655242447322
dixon_bivar_expected_awmae,4,1.0,0.0,0.5,0.5,-0.15,2.9526740012514727,1.0135503935008885,0.119002284843869,0.5897435897435898,0.22715156130997716
dixon_bivar_expected_awmae,4,0.5,0.0,0.0,0.25,-0.05,2.9526823886138374,1.0148197512058899,0.11989083523736989,0.5785097740543285,0.24327240416349327
dixon_bivar_expected_awmae,4,0.5,0.06,0.5,0.0,-0.15,2.9527383855125207,1.011995430312262,0.11157654226961157,0.5934881949733435,0.2230896166539731
dixon_bivar_expected_awmae,5,0.25,0.0,0.5,0.5,-0.1,2.9527778612709152,1.0114876872302614,0.12084285351612084,0.5871414064483371,0.22734196496572734
dixon_bivar_expected_awmae,5,0.5,0.0,0.5,0.5,-0.05,2.952785353911888,1.0136138613861385,0.11874841330286875,0.5897435897435898,0.22664381822797663
dixon_bivar_expected_awmae,5,0.5,0.0,0.5,0.5,-0.1,2.952786212505807,1.012979182533638,0.11912922061436913,0.588981975120589,0.22835745112972836
dixon_bivar_expected_awmae,4,1.0,0.03,0.5,0.5,-0.05,2.95279641204519,1.0153592282305153,0.11893881695861894,0.5924727088093424,0.22594567149022596
