mode,max_score,lambda_blend,shared_lambda,classifier_power,prior_power,dixon_rho,AW-MAE,MAE_raw_component,exact_acc,outcome_acc,goal_diff_acc
dixon_bivar_expected_awmae,5,1.0,0.06,0.0,0.0,0.05,2.9262910871562786,1.0101548616400102,0.10891089108910891,0.5944402132520944,0.2314039096217314
dixon_bivar_expected_awmae,4,1.0,0.0,0.0,0.0,0.0,2.9263183299090696,1.0125666412795125,0.11252856054836252,0.5922823051535923,0.23629093678598628
dixon_bivar_expected_awmae,5,1.0,0.15,0.0,0.0,0.15,2.926357641337425,1.0117415587712617,0.10707032241685707,0.597042396547347,0.23045189134298044
dixon_bivar_expected_awmae,5,0.75,0.06,0.0,0.0,0.0,2.9265237413350125,1.0088537699923839,0.11043412033511044,0.5921553693830921,0.2348946433104849
dixon_bivar_expected_awmae,5,0.5,0.06,0.0,0.0,-0.15,2.926661021144353,1.0032368621477532,0.1136075145976136,0.583015993907083,0.23781416603198782
dixon_bivar_expected_awmae,5,0.75,0.06,0.0,0.25,0.15,2.926672953450062,1.0105039350088856,0.11601929423711602,0.5905052043665905,0.2376237623762376
dixon_bivar_expected_awmae,5,0.75,0.03,0.0,0.0,0.0,2.9267120607534767,1.0094249809596345,0.11011678090886012,0.592028433612592,0.23425996445798425
dixon_bivar_expected_awmae,5,0.75,0.06,0.0,0.0,0.05,2.926747192406364,1.0094249809596345,0.10948210205635948,0.5928535161208428,0.23248286367098248
dixon_bivar_expected_awmae,4,0.75,0.03,0.0,0.0,-0.05,2.926777583721065,1.0101865955826352,0.11386138613861387,0.5888550393500889,0.23997207413048996
dixon_bivar_expected_awmae,5,0.5,0.06,0.0,0.0,0.15,2.9268508631048875,1.012090632140137,0.10757806549885758,0.5950748921045951,0.2314039096217314
dixon_bivar_expected_awmae,5,0.5,0.06,0.0,0.0,-0.05,2.9269129794370206,1.006156384869256,0.11252856054836252,0.5887915714648387,0.23724295506473725
