max_score,draw_margin,outcome_weight,gd_weight,prior_weight,mode,AW-MAE,MAE_raw_component,exact_acc,outcome_acc,goal_diff_acc
6,0.3,0.35,0.0,0.01,outcome_aware,3.02224120151615,1.0185337987940337,0.09946048873373532,0.564646144081244,0.2342113614725484
7,0.0,0.2,0.0,0.06,outcome_aware,3.022291193362193,1.0172008886067916,0.09971437638844811,0.5570929863535385,0.23522691209139956
7,0.0,0.2,0.03,0.03,outcome_aware,3.0223653514213504,1.0168835290384004,0.09952396064741352,0.5579181212313551,0.2340209457315138
5,0.0,0.2,0.1,0.06,outcome_aware,3.022441094387228,1.015772770549032,0.10041256743890828,0.5556331323389401,0.2366867661059981
6,0.3,0.35,0.06,0.0,outcome_aware,3.0224549118666664,1.0181529673119645,0.10034909552523008,0.5643922564265312,0.23484608060933038
5,0.3,0.35,0.06,0.03,outcome_aware,3.022498754447275,1.0182799111393208,0.10022215169787368,0.5644557283402094,0.23509996826404317
7,0.3,0.35,0.0,0.01,outcome_aware,3.0225984270446973,1.0187876864487464,0.09933354490637893,0.564646144081244,0.234084417645192
7,0.3,0.35,0.06,0.0,outcome_aware,3.0226533107152855,1.018343383052999,0.10022215169787368,0.5643922564265312,0.23471913678197398
6,0.3,0.35,0.03,0.0,outcome_aware,3.0229026123161935,1.0185337987940337,0.09984132021580451,0.5645192002538877,0.23478260869565218
5,0.3,0.35,0.1,0.06,outcome_aware,3.0229748565540535,1.0178673437004127,0.10022215169787368,0.5631862900666456,0.23567121548714695
5,0.2,0.35,0.0,0.0,outcome_aware,3.023001174502004,1.0271342430974293,0.09584258965407808,0.5730244366867661,0.22843541732783243
5,0.0,0.2,0.06,0.06,outcome_aware,3.023007665834583,1.0161218660742621,0.1000952078705173,0.5564582672167566,0.23579815931450332
6,0.3,0.35,0.0,0.0,outcome_aware,3.023128734957751,1.0188511583624247,0.09920660107902253,0.564646144081244,0.2341478895588702
7,0.3,0.35,0.03,0.0,outcome_aware,3.0231506674872284,1.0187559504919073,0.09971437638844811,0.5645192002538877,0.23465566486829578
6,0.3,0.35,0.1,0.0,outcome_aware,3.0231554789343456,1.0182481751824817,0.1000952078705173,0.5640748968581403,0.23554427165979056
5,0.3,0.35,0.03,0.03,outcome_aware,3.023200663980843,1.0184703268803554,0.1000317359568391,0.5645192002538877,0.23484608060933038
5,0.3,0.35,0.03,0.01,outcome_aware,3.0232725482993614,1.0189463662329419,0.09965090447476992,0.5647730879086005,0.23478260869565218
5,0.3,0.35,0.1,0.03,outcome_aware,3.0232879612053862,1.0182164392256428,0.0999682640431609,0.5636940653760711,0.23516344017772137
7,0.3,0.35,0.1,0.0,outcome_aware,3.0232978116382085,1.0184068549666772,0.1000317359568391,0.5640748968581403,0.23548079974611236
7,0.3,0.35,0.0,0.0,outcome_aware,3.023376790128786,1.0190733100602982,0.09907965725166613,0.564646144081244,0.2340209457315138
5,0.0,0.2,0.06,0.03,outcome_aware,3.0235967797440386,1.0171374166931133,0.09920660107902253,0.5572834020945732,0.2345287210409394
5,0.0,0.2,0.1,0.03,outcome_aware,3.0237021533558837,1.0166613773405269,0.09965090447476992,0.5564582672167566,0.23535385591875596
